age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
44,4,186064,15,0,4,4,4,1,0,0,89,39,0
59,0,178877,7,2,0,0,4,1,0,0,40,39,0
17,4,158442,11,2,3,0,4,1,0,0,42,39,0
45,2,315650,12,2,4,0,4,1,0,0,40,39,0
35,4,182422,11,0,4,4,4,0,0,0,40,39,0
41,2,47123,9,4,10,1,4,0,0,0,50,39,0
29,4,107842,11,2,3,0,4,1,0,0,40,39,0
60,4,199294,11,2,6,0,4,1,0,0,40,39,0
43,6,273694,15,2,3,0,4,1,0,0,35,39,0
21,4,320569,11,2,6,0,4,1,0,0,34,39,0
53,6,97018,15,2,3,0,4,1,0,0,40,39,0
33,2,169578,15,4,10,3,4,1,0,0,45,39,0
40,4,233100,15,0,3,4,4,1,0,0,50,39,0
40,4,176752,15,0,1,4,4,0,0,0,40,39,0
19,0,282795,11,4,0,3,2,0,0,1540,40,39,0
26,4,217005,15,5,8,4,1,0,0,0,40,13,0
74,4,120163,9,0,1,1,4,0,3717,0,30,32,0
63,4,139909,7,2,4,5,4,0,0,1951,10,39,1
21,4,261216,5,4,8,1,4,1,0,0,49,39,0
34,4,79140,11,2,3,0,4,1,0,0,60,22,0
22,4,61285,11,4,3,1,1,1,0,2036,50,39,0
43,4,173737,7,2,10,0,4,1,3206,0,60,39,1
47,5,147931,9,2,4,0,4,1,14749,0,50,39,1
33,4,237189,9,4,10,5,4,0,0,0,54,39,0
36,4,206029,11,2,3,0,4,1,0,0,40,39,0
48,5,143470,9,2,10,0,4,1,0,2323,55,39,1
62,0,38338,11,2,0,0,4,1,0,0,60,39,1
18,4,82502,11,2,8,0,4,0,0,0,34,39,0
25,4,229291,1,4,6,3,4,1,0,0,60,39,0
21,4,270654,5,4,8,1,4,1,0,0,50,39,0
71,0,207063,15,2,0,0,4,0,0,0,3,39,0
66,5,118219,9,2,4,0,4,1,0,0,60,39,1
54,4,114129,12,2,3,0,4,1,0,0,50,19,1
65,4,215891,11,2,3,0,4,1,0,0,40,39,1
42,4,189141,7,2,10,0,4,1,0,0,44,39,1
48,2,44074,10,2,10,0,4,0,0,0,40,39,0
37,4,298300,11,4,1,4,4,0,0,0,50,39,0
48,5,215018,9,2,4,0,4,1,0,0,50,39,1
51,2,89327,12,2,4,0,4,1,14798,0,60,39,1
88,4,110812,11,0,4,1,4,0,3219,0,34,18,0
30,7,236923,11,2,3,5,4,1,0,0,60,39,0
18,4,232311,7,2,8,0,4,1,0,0,50,29,1
32,4,101875,15,4,1,4,2,0,0,0,40,39,0
47,4,114973,11,2,3,0,4,1,0,0,40,11,0
73,4,32163,6,0,12,4,4,0,0,0,10,39,0
48,4,169295,10,0,10,4,4,0,0,0,39,39,0
43,2,122660,6,4,10,2,4,0,0,0,60,39,0
19,4,185130,11,4,8,1,1,0,0,0,30,26,0
63,4,36492,11,2,4,0,4,1,0,0,40,39,0
52,4,212480,11,2,3,0,4,1,0,0,60,39,0
34,6,171161,11,4,5,3,4,1,0,0,50,39,0
34,4,164418,7,4,1,3,2,0,0,0,43,22,0
23,0,32649,2,4,0,3,4,0,0,0,40,13,0
17,0,241095,11,4,0,3,4,0,0,882,10,39,0
24,6,97858,15,4,13,4,4,0,0,0,40,39,0
73,4,544340,11,0,3,1,4,1,0,0,37,28,0
37,7,131869,15,0,11,4,3,0,0,0,40,39,0
21,4,387521,1,2,6,0,4,1,0,1539,34,39,0
24,2,234106,15,5,1,1,0,0,0,0,35,39,0
53,2,172275,9,3,11,1,2,1,0,0,40,39,0
30,4,367233,9,4,8,3,1,1,0,0,60,40,0
38,4,169808,7,4,1,4,4,0,0,0,40,39,0
37,6,150606,9,4,10,3,4,1,0,0,60,39,1
83,4,341524,9,3,9,1,4,0,24200,0,55,39,0
34,4,161680,8,0,1,4,4,0,0,0,40,39,0
22,4,184170,7,4,8,3,4,0,0,0,45,39,0
53,4,86745,11,2,4,0,4,0,1621,0,40,39,1
58,4,105448,11,2,3,0,4,1,0,0,44,22,0
28,7,145027,7,4,3,1,4,1,0,0,40,39,0
53,4,139380,11,2,4,0,4,1,0,0,40,39,1
36,0,110200,7,2,0,0,2,1,0,0,40,39,0
45,4,217161,6,0,3,4,4,0,0,0,50,13,0
21,4,74446,11,4,3,1,4,1,0,0,40,20,0
31,4,108682,12,4,4,4,1,0,0,0,40,39,0
39,4,179576,7,0,8,4,1,0,0,0,40,25,0
37,4,106553,11,2,3,0,1,1,0,0,50,13,0
21,4,170314,6,4,8,1,2,0,0,0,38,35,0
47,7,125139,11,2,3,3,4,1,3230,0,40,39,0
18,4,130113,7,4,1,3,1,1,3187,0,20,39,0
25,4,422152,11,2,8,2,1,0,0,0,40,23,0
34,6,178936,11,2,3,0,4,1,0,0,40,39,1
21,4,280696,11,2,8,0,4,1,0,0,33,6,0
29,4,162317,11,4,10,4,4,1,0,0,45,39,0
55,4,97117,11,6,1,4,4,0,3193,0,39,39,0
51,4,119428,7,2,4,0,4,1,0,0,50,39,0
27,4,101855,9,4,1,3,2,1,0,1495,40,39,0
41,4,168069,15,2,10,0,2,1,0,1868,40,39,1
59,0,218741,15,2,0,0,4,1,0,0,40,39,0
51,4,80158,7,0,4,4,4,0,0,0,37,39,0
30,4,173335,11,2,11,5,4,0,0,1889,40,39,0
25,0,245381,11,4,0,1,2,1,0,0,40,39,0
66,6,207950,11,0,4,1,4,0,0,0,40,39,0
31,4,397962,7,5,6,1,2,0,0,0,40,39,0
23,4,234149,5,4,3,2,4,1,0,0,40,39,0
32,4,21623,11,4,1,3,0,0,0,0,50,39,0
23,4,124838,8,4,1,4,1,0,0,0,40,26,0
24,4,77265,11,0,1,4,4,0,0,0,40,6,0
23,4,398642,4,2,3,2,4,1,0,0,40,22,0
34,0,171358,4,2,3,0,4,1,0,0,40,26,0
26,0,113769,11,2,0,3,4,1,14904,0,61,39,1
26,4,229952,15,2,3,0,4,1,0,0,40,39,0
25,2,267281,9,4,14,1,4,1,0,0,60,39,0
48,4,105246,11,4,4,1,4,1,0,0,40,39,0
49,0,200915,15,0,0,2,4,0,0,0,32,39,0
45,2,117766,9,4,10,2,1,0,7239,0,50,39,1
52,4,104386,11,2,14,0,4,1,0,0,60,39,0
64,4,254125,5,0,5,4,4,1,0,0,40,39,0
51,2,351188,8,4,10,3,4,0,0,0,50,39,1
39,7,31552,11,4,8,1,4,1,0,0,50,39,0
20,0,99344,15,4,0,3,2,0,0,0,16,39,0
19,4,195474,11,4,6,3,1,1,0,0,40,39,0
64,4,104353,15,2,3,0,4,1,0,0,50,39,0
36,2,31590,15,4,5,3,4,1,0,0,28,39,0
58,6,142685,11,2,3,0,4,1,0,0,40,39,1
27,4,167937,11,4,4,1,4,1,0,0,50,39,0
42,2,271151,9,0,4,1,4,1,0,0,40,39,0
25,4,314011,11,4,1,2,2,1,0,0,40,39,0
41,7,222825,11,2,10,0,4,1,0,0,48,39,0
19,4,140250,9,4,12,5,4,0,0,0,48,39,1
26,4,266570,11,4,8,3,2,0,0,0,40,39,0
49,2,323678,9,2,6,2,1,1,0,0,35,6,0
19,4,180618,1,4,8,1,4,1,0,0,40,39,0
20,4,100066,11,4,3,1,4,1,0,0,40,39,0
34,4,378041,15,4,1,3,2,0,0,0,44,39,0
23,4,118616,11,2,4,2,4,0,0,0,40,39,0
18,4,186249,15,4,8,3,3,0,0,0,40,39,0
56,6,187298,11,2,4,0,4,1,0,1616,40,39,0
36,4,97864,9,2,4,0,4,1,0,0,50,39,1
65,5,176342,1,2,12,0,4,0,0,0,34,39,0
39,4,221003,9,2,4,0,4,1,0,0,40,8,1
35,4,103373,11,4,3,1,4,1,0,0,40,39,0
21,4,309176,12,4,1,3,4,1,0,0,40,39,0
24,4,367284,15,4,3,1,4,1,0,0,40,39,0
32,4,135079,7,4,8,1,1,0,0,0,27,39,0
22,5,209463,15,2,4,3,4,1,14799,0,45,39,1
33,4,105797,11,0,5,1,4,1,0,0,37,39,0
21,4,99639,11,4,8,1,4,1,0,0,28,32,0
41,4,248915,7,2,3,0,4,1,0,0,48,39,0
34,4,183320,11,2,4,0,4,1,0,0,40,10,1
43,4,161717,7,2,1,0,4,1,0,1882,40,39,0
31,4,346881,11,4,1,5,1,0,0,0,55,30,0
41,4,174989,11,0,3,4,4,0,0,0,37,4,0
33,4,88893,9,4,10,1,4,1,0,0,60,39,1
60,4,220497,1,0,4,4,4,0,0,877,40,39,0
38,4,190992,11,2,6,0,4,1,0,0,34,39,0
52,4,217907,15,2,3,0,4,1,0,1861,40,39,0
24,4,315999,11,2,4,0,4,1,0,0,40,39,0
38,7,63802,11,6,1,4,2,0,0,0,40,39,0
48,5,220145,0,2,6,0,4,1,0,0,60,39,0
16,0,260092,15,4,0,1,4,1,0,0,40,39,0
37,5,43188,9,2,10,0,4,1,14781,0,60,39,1
48,5,156570,14,2,12,0,4,1,0,0,45,26,1
22,4,45629,15,4,1,1,4,0,0,0,40,39,0
62,4,236754,5,2,3,0,4,1,0,0,46,39,1
20,4,145478,15,4,3,3,4,1,0,0,20,39,0
39,4,114710,11,2,6,0,4,1,0,0,47,40,0
37,4,561944,15,0,1,1,4,1,0,0,35,39,0
34,2,35498,15,2,5,0,4,1,0,0,45,39,0
88,4,194877,15,4,8,1,4,1,0,0,60,11,0
29,6,37993,10,0,10,1,4,1,0,0,60,39,1
27,0,178888,11,6,0,1,4,0,0,0,10,39,0
41,4,201183,6,0,5,4,4,1,0,0,40,39,0
19,4,211979,8,2,12,5,4,0,0,0,60,39,0
32,6,83489,7,0,4,4,4,0,0,0,40,39,0
39,5,442290,15,2,10,0,2,1,0,0,40,39,0
61,4,149420,6,0,14,4,4,1,0,0,51,13,0
42,5,182905,14,2,4,0,4,1,7180,0,60,39,1
34,4,89374,15,4,3,1,4,1,0,0,40,39,0
38,2,336740,11,4,8,1,1,0,0,0,25,40,0
35,7,165595,11,4,3,1,4,1,0,0,40,39,0
33,2,156926,6,4,14,1,3,1,0,0,68,39,0
64,4,36359,5,6,7,1,4,0,2783,0,10,39,0
58,6,106119,15,0,4,2,2,0,0,0,10,39,0
41,0,250798,1,0,0,2,2,0,0,0,40,18,0
53,5,183853,7,2,4,0,4,1,0,0,45,39,1
25,4,38370,15,4,1,4,3,0,2931,0,40,39,0
58,4,130496,11,2,6,0,4,1,0,0,40,39,1
42,4,184247,7,2,10,0,4,1,7319,0,40,39,1
27,2,104556,11,4,11,3,2,0,0,0,40,39,0
68,5,134494,7,2,11,0,4,1,0,0,40,39,0
65,6,104216,11,2,1,0,4,1,0,0,40,39,0
17,1,254414,15,4,1,1,2,0,0,0,38,39,0
49,6,219098,7,2,10,0,4,1,0,0,40,39,0
57,7,132608,11,0,1,4,4,0,0,0,40,39,0
38,5,189349,7,2,10,0,4,1,0,0,40,39,1
54,4,192092,8,2,3,0,4,0,0,0,40,39,0
20,5,119957,15,4,12,3,4,1,3324,0,33,39,0
45,4,184850,15,2,13,0,4,1,0,0,40,39,0
66,0,63005,11,2,4,0,4,1,0,0,45,39,1
19,4,103655,9,4,3,1,4,1,0,0,40,40,0
44,4,201801,11,4,4,1,4,1,0,0,40,39,1
38,4,182417,11,2,3,0,4,1,0,0,40,39,1
19,4,103775,11,2,11,0,4,1,0,0,40,39,0
54,6,229966,9,2,4,0,4,1,0,0,38,39,0
65,4,195315,9,0,4,1,4,1,0,0,45,39,0
51,4,74194,11,2,4,0,4,1,3132,0,33,39,1
57,4,35138,11,2,3,0,4,1,0,0,60,39,0
39,6,259248,11,2,3,0,4,1,0,0,34,39,0
22,4,288674,15,4,8,3,4,1,0,0,40,19,0
28,4,337338,8,2,13,0,4,1,0,0,40,39,0
31,4,41140,15,4,8,1,4,1,0,0,51,39,0
27,0,202472,5,3,0,1,4,0,0,0,19,26,0
19,5,194725,15,4,14,3,4,1,0,0,29,39,0
42,4,605734,7,2,3,0,2,1,0,1937,40,39,0
61,4,36077,11,2,11,0,4,1,0,1537,40,39,0
33,5,47765,15,4,8,3,4,0,0,1654,40,39,0
22,0,116922,15,0,0,4,4,0,0,0,40,39,0
34,4,114148,15,4,8,3,2,0,0,0,20,39,0
39,2,201019,15,2,10,0,1,1,0,0,48,39,1
58,4,248339,10,2,4,0,4,1,0,0,69,39,1
32,4,192420,7,2,4,0,4,1,0,0,40,39,0
29,4,182001,15,4,8,1,4,1,0,0,50,39,0
31,4,42699,9,2,12,0,4,1,0,0,45,39,1
26,4,174471,11,5,3,2,4,0,0,0,38,39,0
29,4,120761,11,2,4,0,4,1,0,0,50,39,0
28,4,205691,15,4,4,4,4,0,0,0,40,39,0
22,4,166748,1,5,7,4,2,1,0,0,17,23,0
56,4,213382,15,2,3,1,4,1,0,0,50,39,0
55,2,232282,6,2,10,0,4,1,0,0,60,39,1
45,4,225688,1,4,8,1,4,1,0,0,29,39,0
32,4,193214,11,4,4,1,4,0,0,0,40,39,0
49,4,346585,15,4,6,1,1,1,0,0,60,39,1
48,6,133257,9,2,4,0,4,1,0,0,40,39,1
36,4,182159,15,0,1,4,4,0,0,0,45,39,0
49,7,285562,11,0,4,2,4,1,0,0,51,39,0
84,4,204797,5,6,9,4,4,0,0,0,14,39,0
24,8,235067,8,2,1,5,4,0,0,0,45,39,0
23,4,174578,15,4,14,3,4,1,0,0,40,39,0
39,4,152042,7,2,10,3,4,1,0,0,45,39,0
26,4,161450,6,4,3,4,4,0,0,0,45,39,0
39,4,330372,9,0,4,4,4,1,0,0,45,39,0
45,4,205417,9,2,10,0,4,1,0,0,45,39,0
30,4,107204,15,2,1,0,4,1,0,0,40,25,1
30,2,372321,3,4,14,1,4,1,0,0,40,39,0
21,0,206560,15,4,0,3,4,0,0,0,26,39,0
35,6,131617,11,2,4,0,4,1,0,0,40,39,1
36,4,107084,11,4,8,3,4,1,0,0,35,26,0
79,4,207146,15,2,14,0,4,1,0,0,81,39,0
20,4,252144,11,4,8,1,2,1,0,0,50,39,0
20,4,286339,1,4,3,3,4,1,0,0,50,39,0
35,4,387460,7,2,6,0,4,1,0,0,40,39,0
26,4,79858,9,4,4,1,4,1,0,0,40,39,0
60,4,156507,9,2,10,4,4,0,0,0,50,39,1
37,2,117918,15,0,1,1,1,1,0,0,40,39,0
65,0,199988,11,2,0,0,4,1,0,0,-1,39,0
45,2,193007,14,4,10,0,4,1,0,0,54,39,1
49,4,40243,15,2,4,0,4,1,7063,0,40,39,0
57,4,408097,10,2,10,0,4,1,0,0,82,39,1
38,4,147499,11,2,8,0,4,1,0,0,49,39,0
33,4,241742,4,0,13,4,4,0,0,0,40,26,0
31,4,70530,11,2,5,0,4,1,0,0,69,39,0
46,4,87374,15,4,8,1,2,1,0,0,50,27,0
36,4,177365,11,3,3,2,4,0,0,0,40,39,0
21,0,218001,15,4,0,3,3,0,0,0,34,39,0
62,7,98234,15,4,12,1,4,0,0,0,50,11,0
23,4,140751,9,2,5,0,4,1,0,0,60,39,0
41,4,175563,6,0,6,1,4,1,0,0,60,39,0
29,4,289632,15,0,1,3,4,1,0,0,33,39,0
22,4,264602,15,4,8,3,4,1,3085,0,40,39,0
26,4,272145,15,4,8,1,4,1,0,0,31,6,0
51,4,73437,11,2,3,2,1,0,2692,0,40,30,0
36,4,294825,9,2,7,2,2,1,0,0,50,39,0
32,4,155346,15,4,10,3,4,1,0,0,45,39,0
36,4,87591,7,4,10,3,4,0,0,0,50,39,1
46,4,137380,11,2,6,0,4,1,0,0,75,39,1
25,0,349829,1,4,0,1,4,0,0,0,45,39,0
21,5,193873,11,4,8,1,4,1,0,0,51,39,0
29,5,29717,15,4,1,1,4,0,0,0,45,39,0
62,6,128338,9,4,4,1,4,0,0,0,40,39,0
18,4,189976,15,0,13,4,3,0,0,0,40,39,0
61,0,187724,5,5,0,1,4,0,0,0,52,39,0
40,4,283171,7,4,10,5,4,0,24209,0,60,39,1
42,7,178825,11,0,10,4,4,0,0,1652,38,39,0
52,4,74047,15,2,10,0,4,1,0,0,40,39,1
43,4,162245,11,0,11,4,0,1,7079,0,40,39,0
47,4,114338,7,2,3,0,4,1,0,0,60,39,0
37,4,230373,15,5,3,4,4,0,0,0,40,39,0
38,5,189374,9,0,4,3,4,1,14781,0,45,39,1
33,4,595142,9,0,6,2,4,1,0,0,82,39,0
60,4,272197,15,4,4,4,2,0,0,0,40,39,0
67,4,129917,6,0,4,4,4,1,0,0,45,39,0
32,2,191727,9,2,1,0,1,1,0,0,49,39,0
38,4,230147,11,2,6,0,4,1,0,0,40,39,0
47,4,35161,6,0,4,4,4,0,0,0,45,39,0
34,2,94479,12,2,11,0,4,1,0,0,50,39,0
31,4,109227,11,4,3,1,4,1,0,0,50,39,0
42,0,260577,7,4,0,1,4,0,0,0,40,39,0
48,5,182903,9,2,10,0,4,1,0,0,45,39,1
64,4,326382,14,4,7,1,4,1,0,0,40,27,0
22,0,247060,11,4,7,3,2,1,0,0,34,39,0
25,7,308481,11,4,11,1,4,1,0,0,60,39,0
34,2,259138,7,5,14,2,4,0,0,0,40,39,0
32,1,114493,8,5,1,4,1,0,0,0,40,9,0
68,4,401704,9,4,10,1,4,0,0,0,11,39,0
59,4,202755,5,0,1,1,4,0,0,0,44,39,0
40,4,257852,5,4,9,1,1,0,0,0,40,26,0
51,6,221313,15,2,4,0,4,1,14784,0,45,39,1
48,4,37597,11,0,4,4,1,1,0,0,50,6,0
38,4,413973,11,4,4,3,4,1,14783,0,60,39,1
30,4,148991,12,2,6,0,1,1,0,0,40,30,0
50,2,113589,7,0,10,5,4,1,0,0,50,39,1
22,0,126151,11,4,0,3,2,1,0,0,40,39,0
40,2,94104,12,4,10,4,1,1,0,0,50,27,1
60,6,114737,11,2,4,0,4,1,0,0,60,39,1
51,4,137397,11,2,10,0,4,1,0,0,50,39,1
47,4,166243,11,0,4,4,4,1,0,0,40,39,0
27,2,194655,15,4,10,1,4,1,0,0,40,39,0
23,4,250378,9,4,4,4,4,0,0,0,51,39,0
36,4,176552,11,5,1,4,4,0,0,1984,34,39,0
31,2,354927,12,2,4,0,1,1,0,0,40,39,0
67,4,108775,12,2,4,0,4,1,14762,0,40,39,1
38,2,169129,8,6,1,4,4,0,0,1624,40,39,0
44,4,92521,11,2,10,0,4,1,0,0,59,39,0
58,2,94280,7,2,4,3,4,1,0,0,40,39,0
46,4,185765,7,2,3,0,4,1,0,2415,44,39,0
63,6,105138,15,2,4,0,4,1,0,0,40,39,0
42,4,219017,9,2,6,0,4,1,0,0,45,39,0
25,5,124459,15,0,5,2,4,1,0,0,60,39,0
33,4,71387,9,4,4,3,4,1,0,0,50,39,0
39,4,206864,1,2,10,0,1,1,0,0,40,39,1
21,4,171681,15,4,8,4,4,0,0,0,35,39,0
33,4,276897,11,2,8,2,4,1,0,0,34,22,0
25,4,38164,15,0,5,4,3,0,0,0,21,39,0
75,0,217918,9,2,0,0,1,1,0,0,10,39,1
38,4,85351,11,4,8,1,1,0,0,0,51,30,0
19,0,242478,15,4,0,3,0,0,0,0,11,39,0
47,4,158874,10,2,10,0,4,1,0,0,40,39,1
20,4,115555,11,4,6,1,2,1,0,0,40,39,0
46,4,494980,1,2,10,0,4,1,0,1950,40,39,0
59,5,182246,15,2,3,0,4,1,0,0,99,39,0
33,5,123388,9,2,4,0,4,1,0,0,60,39,0
57,4,206724,4,2,6,0,4,1,0,0,49,22,0
36,4,88273,15,2,12,0,1,1,0,0,40,39,1
40,4,51035,15,4,13,4,2,0,0,0,40,33,0
56,5,191177,5,2,1,0,4,1,0,0,45,39,1
51,4,105555,7,2,10,0,4,1,0,0,40,39,1
60,0,210417,7,4,0,3,1,0,0,0,20,39,1
42,4,210290,7,2,3,0,4,1,0,0,39,39,0
17,4,167618,1,4,12,1,4,1,0,0,8,22,0
34,1,124731,9,2,4,5,4,0,0,0,40,39,1
36,4,96678,11,6,13,4,4,0,0,858,40,39,0
54,2,109693,11,2,1,5,4,0,0,1619,40,39,0
29,4,99637,15,0,1,5,1,0,0,0,12,39,0
59,6,121062,11,2,5,0,4,0,0,0,40,39,0
69,5,131650,15,2,4,0,4,1,14794,0,45,39,1
20,4,165245,15,4,1,1,1,0,0,0,40,25,0
39,4,365233,7,2,3,0,4,1,0,0,59,39,0
23,4,116774,15,4,3,1,4,1,0,0,60,39,0
20,4,273521,11,4,6,1,4,1,0,0,40,39,0
51,0,181391,9,2,0,0,4,1,0,0,10,39,0
29,6,82245,11,4,5,1,4,1,0,0,50,39,0
20,5,261017,15,4,12,3,4,1,0,0,23,39,0
56,4,208694,7,2,6,0,4,1,0,1874,60,39,1
34,4,390248,7,2,10,0,4,1,0,0,50,19,1
51,5,155586,12,2,4,0,4,1,0,0,45,39,1
34,4,71415,15,0,6,4,2,1,0,0,83,39,0
48,6,101965,8,2,10,0,4,1,0,0,40,39,1
61,6,181816,11,2,11,0,4,1,0,0,40,39,0
55,6,32938,10,2,10,0,4,1,0,0,40,39,1
44,1,96419,7,2,10,0,1,1,7401,0,40,39,1
24,4,254507,11,2,3,3,4,1,0,0,40,39,0
40,6,234636,7,2,10,0,4,1,0,0,60,39,0
30,4,242742,15,4,10,1,4,1,0,0,40,13,0
36,4,128597,9,4,4,3,4,1,24459,0,44,39,1
21,4,346667,8,4,1,4,4,0,0,0,40,39,0
26,4,387515,9,4,6,1,4,1,0,0,45,39,0
25,4,227760,15,4,3,3,4,1,0,0,37,8,0
36,6,100319,11,2,4,0,4,1,0,0,50,39,0
22,4,226552,11,2,3,0,4,1,0,0,40,39,0
20,4,84785,9,0,8,1,4,0,0,1400,39,4,0
17,0,253189,15,4,0,3,4,1,0,0,46,39,0
31,4,366745,9,0,14,1,4,0,0,0,50,39,0
24,4,23594,11,0,8,1,4,1,0,0,50,39,0
40,4,111735,11,2,6,0,4,1,0,0,50,39,1
51,7,184140,6,6,13,2,4,1,0,0,45,39,1
35,4,99971,11,2,12,0,4,1,0,0,52,39,1
42,6,225648,15,2,3,0,4,1,0,0,40,19,0
18,0,154946,2,4,0,3,4,0,0,0,21,39,0
24,4,229259,5,4,3,1,4,1,0,0,40,39,0
46,5,205513,14,2,10,0,1,1,0,0,60,39,1
18,4,103638,15,4,8,3,2,0,0,0,21,39,0
22,4,208683,11,4,7,3,4,0,0,0,34,39,0
30,4,90401,11,4,3,4,4,1,0,0,50,39,0
53,4,230294,11,2,6,0,4,1,0,0,40,39,0
39,4,194586,10,0,10,4,4,0,0,0,31,39,0
38,4,212493,7,0,9,2,1,1,0,0,51,39,0
18,4,307114,11,4,7,5,4,1,0,1542,8,39,0
47,4,442939,7,2,4,0,4,1,0,0,60,39,1
33,4,304525,15,2,4,0,2,1,0,0,40,39,1
20,4,86037,11,4,3,3,4,0,0,0,50,39,0
39,4,217585,11,2,11,0,4,1,7082,0,40,39,0
64,6,119855,11,0,1,2,4,0,0,0,45,39,0
23,4,217366,15,2,6,0,4,1,0,0,31,39,0
30,2,86471,15,4,3,1,1,1,0,0,40,39,0
33,4,253848,5,2,3,0,4,1,0,0,60,39,0
36,4,307476,11,2,6,0,1,1,0,0,45,39,0
64,0,89634,5,6,0,1,4,1,0,0,10,14,0
30,4,232182,15,2,11,0,4,1,0,0,40,39,0
36,4,226722,9,0,6,2,4,1,0,0,40,39,0
21,4,45767,15,0,8,1,4,0,0,0,40,39,0
25,4,98989,11,2,3,0,4,1,0,0,40,39,0
33,6,33222,11,0,3,4,2,0,0,0,38,39,0
18,4,133166,1,0,8,3,4,0,0,0,22,39,0
59,2,160200,9,4,10,4,4,0,3239,0,40,39,0
64,4,35427,8,0,4,4,4,1,0,0,40,39,0
54,6,203936,11,2,3,0,4,1,0,0,42,39,0
44,7,108694,15,2,10,0,4,1,0,0,60,39,1
56,6,94272,11,2,4,5,4,0,0,0,37,39,0
35,4,90785,9,4,7,1,4,1,0,0,40,39,0
22,4,214654,9,3,8,1,4,1,0,0,40,6,0
31,4,207913,15,3,3,1,1,0,0,0,43,28,0
65,0,203481,11,0,0,1,4,0,0,0,10,39,0
48,4,135229,11,2,3,0,4,1,0,0,48,39,0
54,5,179983,7,2,5,0,4,1,0,0,40,39,0
34,4,192317,9,4,4,3,4,0,0,1511,45,39,0
45,1,137819,5,0,1,4,4,0,0,0,34,39,0
42,6,51070,11,2,3,0,4,1,0,0,40,39,1
76,4,183825,6,4,8,1,4,0,0,0,30,26,0
23,7,181873,7,2,1,0,4,1,0,0,40,39,0
33,2,126985,12,4,10,1,4,1,0,0,38,39,0
17,3,132138,11,4,12,3,2,0,0,0,10,39,0
42,4,292390,7,0,12,1,4,0,0,0,45,39,0
37,4,100057,11,2,5,0,4,1,0,1882,40,39,0
69,4,166207,15,2,3,0,0,1,0,0,40,39,0
63,4,94528,8,2,3,0,4,1,0,0,59,39,0
24,6,196351,11,2,11,0,4,1,0,0,40,39,0
31,4,69770,11,0,1,4,4,1,0,0,40,13,0
26,7,63396,11,2,4,0,4,0,0,0,60,39,1
18,7,274459,8,4,13,3,4,0,0,0,40,25,0
43,4,238099,11,2,4,0,2,1,0,0,40,39,0
37,2,163534,12,4,4,2,1,1,0,0,36,39,0
74,5,209600,9,2,10,0,4,1,0,0,73,39,1
29,4,168221,11,2,12,0,4,1,0,0,66,39,0
19,4,259341,15,4,3,1,4,1,0,0,50,39,0
36,4,296750,11,2,7,3,2,1,0,0,81,39,0
65,6,435733,5,2,5,0,4,1,0,0,60,39,0
36,4,146768,11,0,8,1,1,1,0,0,38,40,0
21,4,68290,15,0,3,1,4,1,0,0,40,39,0
29,4,226904,11,2,6,0,4,1,0,0,60,39,0
43,4,97803,8,2,6,0,4,1,0,0,60,39,0
69,4,287217,15,0,4,4,4,1,0,2218,40,39,0
42,4,368935,11,4,13,1,4,1,0,0,50,39,0
47,4,194898,6,0,7,4,4,1,0,0,40,26,0
20,4,221969,15,4,8,3,4,1,0,0,40,39,0
41,4,80320,12,2,10,3,4,1,0,0,38,39,0
40,4,262299,1,4,8,4,4,0,0,0,40,39,0
68,2,230756,15,4,10,3,1,1,0,0,50,39,0
62,4,214158,15,4,4,4,4,1,0,0,40,26,0
41,4,41580,15,0,1,4,4,1,0,0,40,39,0
33,2,83118,8,2,5,0,4,1,0,0,50,39,0
38,4,131535,9,0,10,1,4,0,0,0,50,39,0
17,0,104462,15,4,0,3,0,1,0,0,20,39,0
23,4,154459,15,4,1,3,4,1,0,0,40,39,0
49,4,100421,11,2,3,0,4,1,0,0,81,39,0
59,4,431242,0,2,5,0,2,1,0,0,83,39,0
23,6,104618,11,4,3,1,2,1,0,0,40,39,0
53,7,129766,7,2,1,0,1,1,0,0,40,39,0
26,7,315867,11,4,7,1,2,0,0,0,45,39,0
32,5,49014,11,2,1,0,4,0,0,1888,69,39,0
17,0,86917,15,4,0,1,4,0,0,0,40,39,0
53,0,231886,15,5,10,1,4,0,0,0,45,39,0
56,4,361795,7,0,1,1,4,0,0,0,30,39,0
52,4,37702,7,0,1,4,4,0,0,0,45,39,0
87,4,303295,6,2,3,0,4,1,0,0,44,39,0
53,4,212657,12,0,1,4,4,1,0,0,40,39,0
79,0,274178,9,4,3,1,4,1,0,0,40,39,0
28,4,94833,7,2,1,5,2,0,0,1357,40,39,0
50,6,31710,11,2,3,0,4,1,0,0,50,39,1
23,4,398261,15,4,3,5,2,1,0,0,40,39,0
32,5,303725,9,3,12,1,4,0,0,0,38,39,0
63,4,199713,11,2,10,5,4,0,0,1538,29,39,0
54,4,170345,14,2,4,0,4,1,0,0,60,39,0
28,0,129011,7,2,0,5,2,0,0,0,40,39,0
27,0,91735,11,4,0,3,2,1,0,0,34,39,0
25,4,288734,12,4,10,3,4,1,0,0,32,0,1
28,4,326430,11,4,8,3,4,0,0,0,45,39,0
19,0,161021,11,4,0,3,4,0,0,0,23,39,0
21,4,168439,15,4,12,1,4,0,0,0,20,39,0
